B2,B4,Turn,Unit,Poss_labels,New Label
20180826-180009_407_live,1,2,Are they a non profit organization?,ERNeg-,Proposed Closeness +
20180826-180009_407_live,0,3,Yes they are!,,Completed Closeness +
20180826-180009_407_live,0,3,They work 100% on donated funds.,ERPos+,Completed Social Status +
20180826-180009_407_live,0,3,"There is a lack of support for children in developing countries, especially in war zones.",,
20180826-180009_407_live,0,3,"For instance, millions of Syrian children have grown up facing the daily threat of violence.",,
20180826-180009_407_live,0,3,"In the first two months of 2018 alone, 1,000 children were reportedly killed or injured in intensifying violence.",,
20180826-180009_407_live,0,3,Your donation can address such problems.,EEPos+,Proposed Social Status +
20180826-180009_407_live,1,3,"Oh wow, shocking news.",ERPos+,
20180826-180009_407_live,1,3,Do you know how many children have been helped due to this organization?,ERNeg-,None
20180826-180009_407_live,0,4,According t0 their yearend report they were able to reach 155 million children.,ERPos+,None
20180826-180009_407_live,0,4,Over 200k of those kids were in the US.,ERPos+,Proposed Closeness +
20180826-180009_407_live,1,4,Thats awesome!,ERPos+,Completed Closeness +
20180826-180009_407_live,1,4,Are you apart of this organization or just support them?,,None
20180826-180009_407_live,0,5,I am just a supporter but I would like to ask how much do you like to donate to the charity?,EENeg-,Proposed Social Good +
20180826-180009_407_live,0,5,Your donation will be directly deducted from your task payment.,,
20180826-180009_407_live,0,5,You can choose any amount from $0 to all your payment,,
20180826-180009_407_live,1,5,"The payment of the task is 30 cents, I would donate 10c",ERPos+,Completed Social Good +
20180826-180009_407_live,0,6,That is awesome!,EEPos+,Completed Closeness +
20180826-180009_407_live,0,6,Thank you so much! What are you hoping your donation will help with?,EEPos+,Proposed Closeness +
20180826-180009_407_live,1,6,its not a lot but hopefully go towards someone else donation to help children in war zone areas,,
20180826-180009_407_live,0,7,I am so grateful for your donation.,EEPos+,Proposed Closeness +
20180826-180009_407_live,0,7,It means alot to this rganization.,EEPos+,Proposed Closeness +
20180826-180009_407_live,1,7,"Of course, its a great organization to support",ERPos+,Completed Closeness +
20180826-180009_407_live,0,8,Have you donated to a similar charity?,,Proposed Closeness +
20180826-180009_407_live,1,8,"Yes, a few times before",EEPos+,Completed Closeness +
20180826-180009_407_live,0,9,"Again, I really appreciate it and hope you have a great evening!",EEPos+,Proposed Closeness +
20180826-180009_407_live,1,9,"Thank you, you too!",,Completed Closeness +
20180723-100140_767_live,0,0,"You know a lot of children in this world go through hardships, and your destiny is determined on where you are born?",,Proposed Closeness +
20180723-100140_767_live,1,0,I guess that is true.,ERPos+,Completed Closeness +
20180723-100140_767_live,1,0,I have never thought about destiny being determined by where you are born though.,,
20180723-100140_767_live,0,1,"Yeah, so the chances of being born in the United States are very low, but you and I could have been born in a third world country where children are exploited",,Proposed Social Status +
20180723-100140_767_live,1,1,That really is terrible to think about.,ERPos+,Completed Closeness +
20180723-100140_767_live,1,1,We are pretty lucky to have been born in the United States.,ERPos+,Completed Social Good +
20180723-100140_767_live,0,2,"Yes of course, especially when the world is how it is today, and do you remember the debate about Kony in 2012?",EEPos+,Proposed Closeness +
20180723-100140_767_live,1,2,I don't really remember much about it but I know the basics,,Completed Closeness +
20180723-100140_767_live,0,3,Yeah so people donated money to help children in need.,EEpos+,Proposed Social Good +
20180723-100140_767_live,0,3,Would you like to donate money to this charity?,ERNeg-,Proposed Social Good +
20180723-100140_767_live,0,3,It's called Save The Children and it's really helpful for kids who aren't as lucky as us and are born in countries that are ravaged by war.,ERPos+,Proposed Social Good +
20180723-100140_767_live,1,3,Is this a legit charity?,ERPos-,Rejected Social Good +
20180723-100140_767_live,1,3,Do you have personal experience?,,Proposed Closeness +
20180723-100140_767_live,0,4,"Yes so what it is is that it's a charity that has international impact, for example where there is lack of support like Syria.",ERPos+,Completed Closeness +
20180723-100140_767_live,0,4,"In the first two months of 2018, 1,000 children were killed or injured in the violence in Syria.",ERPos+,
20180723-100140_767_live,0,4,We help with medical costs and funding volunteers.,ERPos+,
20180723-100140_767_live,1,4,That sounds important.,ERPos+,
20180723-100140_767_live,1,4,How much of a donation are you looking for?,,
20180723-100140_767_live,0,5,"Well I wouldn't ask more than what a candy bar costs, I know we live in hard times right now.",,
20180723-100140_767_live,0,5,Anything between 10 to 50 cents helps.,EENeg-,Proposed Social Good +
20180723-100140_767_live,1,5,That seems reasonable.,ERPos+,Completed Social Good +
20180723-100140_767_live,1,5,Yes I would like to make a donation.,ERPos+,Completed Social Good +
20180723-100140_767_live,0,6,"Okay thank you, the charity really appreciates your donation today and thanks you, how much would you like to do?",EEPos+,Proposed Social Good +
20180723-100140_767_live,1,6,I can $1 today,ERPos+,Completed Social Good +
20180723-100140_767_live,0,7,Wow thank you!,EEPos+,Proposed Closeness +
20180723-100140_767_live,0,7,Just think of everyone who could donate a dollar and help kids in other countries little by little. You're an awesome person.,EEPos+,Proposed Closeness +
20180723-100140_767_live,1,7,No problem!,,Completed Closeness +
20180723-100140_767_live,1,7,I wish I could do more.,ERPos+,Completed Social Status -
20180723-100140_767_live,0,8,"Maybe next time you hear about the charity, or if someone asks you to donate something, just give a little each time.",EEPos+,Proposed Social Good +
20180723-100140_767_live,0,8,It's worth it you know?,EEPos+,
20180723-100140_767_live,1,8,That is a good idea.,ERPos+,Completed Social Good +
20180723-100140_767_live,1,8,I will also tell others about this charity.,ERPos+,Completed Social Good +
20180723-100140_767_live,0,9,Thank you!,,
20180723-100140_767_live,0,9,Have a great Monday!,,
20180723-100140_767_live,1,9,Thank you!,,
20180723-100140_767_live,1,9,You too,,
20180723-100855_385_live,0,0,Hi...,,
20180723-100855_385_live,0,0,how are you today?,,
20180723-100855_385_live,0,0,The research team is helping an organization called 'Save the Children'.,,
20180723-100855_385_live,0,0,Have you heard of it?,,Proposed Closeness +
20180723-100855_385_live,1,0,im doing well!,,
20180723-100855_385_live,1,0,How about you?,,
20180723-100855_385_live,1,0,I have heard about it but would love to learn more about it,ERPos+,Completed Closeness +
20180723-100855_385_live,0,1,Im fine thank you.,,
20180723-100855_385_live,0,1,"Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",ERPos+,Proposed Closeness +
20180723-100855_385_live,1,1,Wow!,ERPos+,Completed Closeness +
20180723-100855_385_live,1,1,Thats awesome!,ERPos+,
20180723-100855_385_live,0,2,Save the Children has a proven track record of using donations efficiently and effectively.,ERPos+,
20180723-100855_385_live,0,2,There are several children around us who are below poverty line and needed a helping hand.,EEPos+,Proposed Social Status +
20180723-100855_385_live,0,2,It would be great if you can make a contribution from your side for this venture.,EENeg-,Proposed Social Good +
20180723-100855_385_live,1,2,I would love to help in anyway I can.,ERPos+,Completed Social Good +
20180723-100855_385_live,1,2,I wish everyone was equally ok and I know that everybit counts,ERPos+,Completed Social Status +
20180723-100855_385_live,0,3,It is a great relief that there are people like you who still cares.,EEPos+,Proposed Closeness +
20180723-100855_385_live,1,3,Oh yeah!,ERPos+,Completed Closeness +
20180723-100855_385_live,1,3,Many people should be like that,ERPos+,Completed Closeness +
20180723-100855_385_live,0,4,"Yes, it may be little as the price of a candy.",EEPos+,
20180723-100855_385_live,0,4,But it still makes the ripple effect in many lives.,EEPos+,
20180723-100855_385_live,1,4,How many people are currently donating?,ERNeg-,
20180723-100855_385_live,0,5,42% of their funding is from US.,,
20180723-100855_385_live,0,5,"National, State & Local Govs, 20% from UN & Other Multi-Lateral Funding Institutions, 19% from Individuals like you and me, 11% from corporations, 7% from Foundations and 1% from other sources.",,
20180723-100855_385_live,0,5,You can get further details from URL,,
20180723-100855_385_live,1,5,Oh OK!,,
20180723-100855_385_live,1,5,I will look into that.,,
20180723-100855_385_live,1,5,So what do I need to donate?,,
20180723-100855_385_live,0,6,Your donation will be directly deducted from your task payment.,,
20180723-100855_385_live,0,6,You can choose any amount from $0 to all your payment.,EENeg+,Proposed Social Good +
20180723-100855_385_live,1,6,Ok cool!,,
20180723-100855_385_live,1,6,It's nice to know that people are donating to such a great cause,ERPos+,Rejected Social Good +
20180723-100855_385_live,0,7,How much do you like to donate to the charity now?,EENeg-,Proposed Social Good +
20180723-100855_385_live,0,7,The research team will collect all donations and send it to Save the Children.,,
20180723-100855_385_live,1,7,Unfortunately I can't donate anything right now,EENeg+,Rejected Social Good +
20180723-100855_385_live,0,8,ohh that is really sad to hear.,EEPos+,
20180723-100855_385_live,0,8,You can donate as little as you want.,EENeg-,Proposed Social Good +
20180723-100855_385_live,0,8,But it will make a huge difference for those in need.,EEPos+,Proposed Social Good +
20180723-100855_385_live,1,8,I will keep that in mind.,,Rejected Social Good +
20180723-100855_385_live,1,8,When I get my next paycheck I will go to the website and donate.,ERPos+,Rejected Social Good +
20180723-100855_385_live,1,8,Thank you for filling me in on information regarding the charity,,Proposed Closeness +
20180723-100855_385_live,0,9,That is very thoughtful of you.,EEPos+,Completed Closeness +
20180723-100855_385_live,0,9,Appreciate your consideration of doing such an act for a greater course.,EEPos+,Proposed Closeness +
20180723-100855_385_live,1,9,Of course!,,Completed Closeness +
20180723-100855_385_live,1,9,Hope you have an amazing rest of the day,,
20180825-061105_792_live,0,0,Hello.,,
20180825-061105_792_live,1,0,Hello!,,
20180825-061105_792_live,0,1,"I am supposed to ask you if you care about people being killed in Syria and things like that, I don't want to cause you any emotional discomfort by talking about suffering people.",,
20180825-061105_792_live,0,1,Is that okay?,EENeg-,Proposed Closeness +
20180825-061105_792_live,0,1,To talk about suffering people and children for a minute?,EENeg-,Proposed Closeness +
20180825-061105_792_live,1,1,I will have no discomfort discussing suffering people.,ERPos+,Completed Closeness +
20180825-061105_792_live,0,2,"I think the refugee crisis is crazy, I am not sure what I would do if I was raising my kids in Syria.",,Proposed Social Status +
20180825-061105_792_live,0,2,If anyone could have fun in those spots it's kids though.,,
20180825-061105_792_live,1,2,I feel really torn about the crisis.,ERPos+,
20180825-061105_792_live,1,2,I don't think the weight of that burden should fall on the rest of the worlds shoulders.,ERPos-,Rejected Social Status +
20180825-061105_792_live,1,2,At the same time as a parent I would want the best possible future for my children and I know fiercly that I would do everything in my power to make sure they were in a safe place.,ERPos+,
20180825-061105_792_live,0,3,I actually didn't think of it like that.,EEPos-,
20180825-061105_792_live,0,3,"I am a parent too, it feels so foreign what they are going through.",,Proposed Closeness +
20180825-061105_792_live,0,3,"This whole chat thing is supposed to get me to get you to donate to Save the Children, but now I think they got me to do it instead!",,
20180825-061105_792_live,0,3,I don't know if that's really okay to do though.,,
20180825-061105_792_live,1,3,I always wonder how much of donations actually go where ear marked.,ERPos-,Proposed Closeness -
20180825-061105_792_live,1,3,"I see on the local level how much of donations stay local and what gets spent on things I would call ""stupid"".",ERPos-,Proposed Closeness -
20180825-061105_792_live,1,3,I am always worried if I donate it will just go to some higer up that is living the high life.,ERPos-,
20180825-061105_792_live,1,3,Sorry Im getting off topic.,ERNeg+,
20180825-061105_792_live,0,4,"No, that's relevant.",EEPos+,
20180825-061105_792_live,0,4,Really relevant.,EEPos+,
20180825-061105_792_live,0,4,It's really easy to get cynical about life and if people really benefit from any of this.,,
20180825-061105_792_live,0,4,I usually donate in hopes I can at least feel like I did my part.,,
20180825-061105_792_live,0,4,"If I donated and some corrupt person took it, that's the worst karma and even worst scandal imaginable.",,
20180825-061105_792_live,0,4,The people who donate and people who are worrying about that are the same people.,,
20180825-061105_792_live,0,4,"You're not a horrible person it sounds like, just worried if what you do even matters.",,Proposed Closeness +
20180825-061105_792_live,1,4,With that all said I do feel like any orginazation that aims to help the children I am more inclined to donate to them than most.,ERPos+,Completed Closeness +
20180825-061105_792_live,1,4,My boss has a sponsored child that she sends money to every month.,,
20180825-061105_792_live,1,4,SHe picked out a child with the same birth month as one of her kids.,,
20180825-061105_792_live,1,4,I think helping children is an important thing as they are our future!,ERPos+,Proposed Closeness +
20180825-061105_792_live,0,5,I feel like you are smart enough and definitely moral enough to be the boss.,,Completed Closeness +
20180825-061105_792_live,0,5,I hope you have success in your field.,,Completed Closeness +
20180825-061105_792_live,0,5,I don't have that great of a job or boss but I'd still I would like to match a donation with you if you're willing to try help kids with me.,EEPos+,Proposed Social Good +
20180825-061105_792_live,0,5,"I am parent and I feel like I need extra help sometimes too , but knowing that I could REALLY help them makes feel like a better parent.",,Proposed Closeness +
20180825-061105_792_live,1,5,I think donating to this cause would def be a step in the right direction to hopefully helping across the world the children that are in dispair.,ERPos+,Completed Social Good +
20180825-061105_792_live,1,5,They are the weak ones in my eyes.,,Completed Closeness +
20180825-061105_792_live,0,6,"I don't want you to donate any more than you want, so if you want to donate how much do you to do?",EENeg-,Proposed Social Good +
20180825-061105_792_live,0,6,I think any amount you give (especially more) will definitely help and I want you to know that it would be deducted from you task payment.,EEPos+,
20180825-061105_792_live,0,6,"Whatever you choose to do or the amount you want to give, I feel like you've changed my mind about charity, not the other way around, so I want to thank you for that.",EEPos+,Proposed Closeness +
20180825-061105_792_live,1,6,I think its just the perspective of the person but we all inheriently want to help as much as we can.,,Completed Closeness +
20180825-061105_792_live,1,6,I would donate half of this hit payment to this charity and feel good about it I think.,ERPos+,Completed Social Good +
20180825-061105_792_live,0,7,"If you're doing this task then you might be able to afford it, but if you can I'd probably say you should really donate it all just this one time.",EENeg-,Proposed Social Good +
20180825-061105_792_live,0,7,"So whatever you donate I can donate as well, and can actually help each other donate to the kids.",EEPos+,Proposed Closeness +
20180825-061105_792_live,0,7,You want to match all our payment to Save the Children?,EENeg-,Proposed Social Good +
20180825-061105_792_live,0,7,Would that be okay?,EENeg-,
20180825-061105_792_live,0,7,Or should we lock in your half payment?,EENeg-,Proposed Social Good +
20180825-061105_792_live,1,7,I think I would feel good about half and if you are inclined to donate as well that would be fabulous.,ERPos+,Completed Social Good +
20180825-061105_792_live,1,7,I would lock into half.,ERPos+,Completed Social Good +
20180825-061105_792_live,0,8,Sure let's do it.,,
20180825-061105_792_live,0,8,"I might donate a little more I don't know how to do that but, I think they deserve it, I'm convince by talking to you that people regardless of how they feel about refugees that they can still care about kids.",,Proposed Closeness +
20180825-061105_792_live,1,8,I agree if we don't take care of the kids we risk losing a whole generation of people!,ERPos+,Completed Closeness +
20180825-061105_792_live,0,9,"Oh, I didn't think of it like that either.",,
20180825-061105_792_live,0,9,"I always picture like you said about your boss, one kid.",,Proposed Closeness +
20180825-061105_792_live,0,9,"But you're right it's a whole generation, that's A LOT of people.",EEPos+,
20180825-061105_792_live,0,9,"I always forget that kids turn into adults, i mean not that part, but the whole part where they are all apart of the community! :)",,
20180825-061105_792_live,1,9,Thanks for talking me thru this today!,,Completed Closeness +
20180825-061105_792_live,1,9,It is been enlightning!,,Completed Closeness +
20180904-012828_299_live,0,0,Hello,,
20180904-012828_299_live,1,0,Hi there how are you?,,
20180904-012828_299_live,0,1,Great and you,,
20180904-012828_299_live,1,1,"I am doing fine, thanks for asking.",,
20180904-012828_299_live,0,2,Can I ask you a question?,,Proposed Closeness +
20180904-012828_299_live,1,2,You sure can,,Completed Closeness +
20180904-012828_299_live,0,3,Do you have any kids?,,
20180904-012828_299_live,1,3,I don't have any children but there are many children in my family.,,
20180904-012828_299_live,0,4,"Im sure you love them as your own, I have a big family do you?",,Proposed Closeness +
20180904-012828_299_live,1,4,"I do have a big family, I enjoy it at times, other times I don't",,Completed Closeness +
20180904-012828_299_live,0,5,I truly understand.,EEPos+,Proposed Closeness +
20180904-012828_299_live,0,5,Have you heard of this charity?,,Proposed Closeness +
20180904-012828_299_live,1,5,Yes I do.,ERPos+,Completed Closeness +
20180904-012828_299_live,0,6,It's great to know that there are others who feel the same way.,ERPos+,Proposed Closeness +
20180904-012828_299_live,0,6,Have you heard of Save the Children?,,Proposed Closeness +
20180904-012828_299_live,1,6,No I haven't.,ERPos-,Rejected Closeness +
20180904-012828_299_live,1,6,Could you QUICKLY tell me about it,,Completed Closeness -
20180904-012828_299_live,0,7,"Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",ERPos+,
20180904-012828_299_live,1,7,Okay that sounds nice and an important service,ERPos+,
20180904-012828_299_live,0,8,And the money raised helps feed and clothe them.,ERPos+,
20180904-012828_299_live,0,8,Its a lot of children that are starving and need our help.,EEPos+,
20180904-012828_299_live,0,8,Would like to help?,EENeg-,Proposed Social Good +
20180904-012828_299_live,1,8,I would like to help in the future when I am more financially stable.,ERPos+,Rejected Social Good +
20180904-012828_299_live,0,9,I understand but even the smallest amount would be a BIG help.,EEPos+,Proposed Social Good +
20180904-012828_299_live,1,9,I am sure but I just am not able at this time,EENeg+,Rejected Social Good +
20180904-030739_178_live,0,0,Do you ever donate to charity?,,
20180904-030739_178_live,1,0,"Yes, I support a few causes that I personally believe in very much.",EEPos+,
20180904-030739_178_live,0,1,Have you ever heard of Save the Children?,,Proposed Closeness +
20180904-030739_178_live,1,1,"Yes, but I don't know a lot about them.",ERPos+,Completed Closeness +
20180904-030739_178_live,1,1,What is their mission?,ERNeg-,
20180904-030739_178_live,0,2,"Their mission is to promote children's rights, and provide relief and support to children in developing countries.",ERPos+,
20180904-030739_178_live,1,2,That sounds interesting.,ERPos+,
20180904-030739_178_live,1,2,What countries do they work in?,ERNeg-,
20180904-030739_178_live,0,3,They work in many countries across the world.,ERPos+,
20180904-030739_178_live,0,3,"For example, millions of children in Syria grow up facing the daily threat of violence.",ERPos+,
20180904-030739_178_live,0,3,A donation could help these children greatly.,EEPos+,Proposed Social Good +
20180904-030739_178_live,1,3,It sounds like it.,ERPos+,
20180904-030739_178_live,1,3,Do you donate to this charity?,,Proposed Closeness +
20180904-030739_178_live,0,4,I do.,ERPos+,Completed Closeness +
20180904-030739_178_live,0,4,It is a great charity that does a lot of great work around the world.,ERPos+,
20180904-030739_178_live,1,4,Some charities are run better than others.,,
20180904-030739_178_live,1,4,Do you know what Save the Children's reputation is for actually using the money it collects to help children versus for fundraising and administrative salaries?,ERNeg-,
20180904-030739_178_live,0,5,The majority of all donations collected goes directly toward the mission of helping children in developing counties.,ERPos+,
20180904-030739_178_live,1,5,Ok.,,
20180904-030739_178_live,1,5,How long has this group been in operation?,ERNeg-,
20180904-030739_178_live,0,6,They are a well established charity that has been working around the world for several years.,ERPos+,
20180904-030739_178_live,1,6,What do you like most about this group?,,Proposed Closeness +
20180904-030739_178_live,0,7,I like knowing that my donation is helping children that otherwise would suffer.,ERPos+,Completed Closeness +
20180904-030739_178_live,1,7,That seems worthwhile.,ERPos+,
20180904-030739_178_live,1,7,Helping children is important.,ERPos+,
20180904-030739_178_live,0,8,Would you like to make a donation today?,EENeg-,Proposed Social Good +
20180904-030739_178_live,1,8,Are you planning to donate today?,,Rejected Social Good +
20180904-030739_178_live,0,9,I am.,ERPos+,
20180904-030739_178_live,0,9,The research team will collect all donations and send it to Save the Children.,,Proposed Social Good +
20180904-030739_178_live,1,9,Good to know.,,Rejected Social Good +
20180904-043300_214_live,0,0,Hi!,,
20180904-043300_214_live,0,0,How are you doing today?,,
20180904-043300_214_live,1,0,I'm doing very well.,,
20180904-043300_214_live,1,0,Just recovering from the long weekend.,,
20180904-043300_214_live,1,0,How about yourself?,,
20180904-043300_214_live,0,1,I am doing well thank you and same here,,
20180904-043300_214_live,1,1,Awesome.,,
20180904-043300_214_live,1,1,What are some of your hobbies?,,Proposed Closeness +
20180904-043300_214_live,0,2,Well one hobby is volunteering.,,Completed Closeness +
20180904-043300_214_live,0,2,"I wanted to talk to you about a charity Save the Children, have you heard of it?",,Proposed Closeness +
20180904-043300_214_live,1,2,Only in name.,ERPos+,
20180904-043300_214_live,1,2,I haven't heard too much about it though.,,
20180904-043300_214_live,1,2,Can you tell me more?,,Completed Closeness +
20180904-043300_214_live,0,3,"It is a charity that helps ensure children's rights to healthcare, education, safety, etc. all over the world",ERPos+,
20180904-043300_214_live,1,3,What do you do as a volunteer for this charity?,,
20180904-043300_214_live,0,4,"Well I volunteer for another nonprofit organization, but I guess I am a volunteer in a way trying to encourage people to donate money.",ERPos+,
20180904-043300_214_live,0,4,even a few cents can add up!,EEPos+,Proposed Social Good +
20180904-043300_214_live,1,4,"Hmm, I see.",,Rejected Social Good +
20180904-043300_214_live,1,4,Do you have information about their charity rating?,ERNeg-,
20180904-043300_214_live,1,4,How much of the donation will actually be used to help the children?,ERNeg-,
20180904-043300_214_live,0,5,The research team will collect all the donations and send it to Save the Children.,,
20180904-043300_214_live,0,5,It is a trustworthy organizaition that will use your donation to the fullest,ERPos+,Proposed Closeness +
20180904-043300_214_live,1,5,I always like to see some report first.,ERPos-,Rejected Closeness +
20180904-043300_214_live,1,5,Maybe I will have to do some research first.,ERPos-,
20180904-043300_214_live,1,5,Have you donated to them yourself?,,Proposed Closeness +
20180904-043300_214_live,0,6,"You can find more information at their website, URL",ERPos+,
20180904-043300_214_live,0,6,I actually have not yet.,,Rejected Closeness +
20180904-043300_214_live,1,6,How did you come to find out about this charity?,,
20180904-043300_214_live,0,7,"This conversation actually, but any charity that helps children is alright in my book",,
20180904-043300_214_live,1,7,You never know though.,ERPos-,
20180904-043300_214_live,1,7,I've heard of poorly run charities that misuse the donations.,ERPos-,Proposed Social Status -
20180904-043300_214_live,1,7,Like only 50% of your donation actually helps children.,ERPos-,
20180904-043300_214_live,1,7,You gotta make sure your donation is helping the needy.,ERPos-,
20180904-043300_214_live,0,8,"you are very right, and I wish I could give you more solid proof, but I do not hae it",EEPos+,Completed Social Status -
20180904-043300_214_live,1,8,What is the other nonprofit that you support?,,
20180904-043300_214_live,0,9,A local one that helps children with trauma and hx of sexual abuse,,
20180904-043300_214_live,1,9,That's nice of you.,ERPos+,
20180904-043300_214_live,1,9,Can't ever imagine hurting kids,ERPos+,
20180723-052203_936_live,0,0,Hello! How are you doing today?,,
20180723-052203_936_live,1,0,I'm doing very well thank you!,,
20180723-052203_936_live,1,0,How is your day going so far?,,
20180723-052203_936_live,0,1,I am doing well.,,
20180723-052203_936_live,0,1,My day has been busy visiting different places to speak about the charity I support.,,
20180723-052203_936_live,0,1,Have you heard of Save the Children?,,Proposed Closeness +
20180723-052203_936_live,1,1,"It sounds familiar to me, could you tell me more about it?",ERPos+,Completed Closeness +
20180723-052203_936_live,0,2,Helping children in countries that are very war torn or in some form of conflict is what we help in.,ERPos+,
20180723-052203_936_live,0,2,"Everyday 16,000 children die before their 5th birthday, 1 out of 80 flee the country and risk everything, and 1 out of 6 kids aren't enrolled in a school or getting education that they need",ERPos+,
20180723-052203_936_live,1,2,The charity sounds like it is doing some good work in an area that badly needs it.,ERPos+,
20180723-052203_936_live,1,2,Children should be our top priority all across the world.,,
20180723-052203_936_live,1,2,How can someone get involved and help out with this charity?,,Proposed Closeness +
20180723-052203_936_live,0,3,Oh there are quiet a few ways.,EENeg+,Completed Closeness +
20180723-052203_936_live,0,3,"For roughly a dollar a day you can sponsor a child, you can choose a gift to spend to a child through our catalog, you could start a fundraiser, or you can just simply donate.",EENeg+,Proposed Social Good +
20180723-052203_936_live,0,3,"With that, keep in mind if you ever decide to make a monetary donation, 86% goes directly to the children, 9% fundraising, and 5% management and general.",ERPos+,
20180723-052203_936_live,0,3,Just so you can have an idea that we use 9 out of 10 dollars directly on the children.,ERPos+,
20180723-052203_936_live,1,3,I do believe I would like to donate some money to the Save the Children charity.,ERPos+,Completed Social Good +
20180723-052203_936_live,1,3,Could I pledge $1/day to start with?,ERPos+,
20180723-052203_936_live,0,4,absolutely thank you so much!!,EEPos+,
20180723-052203_936_live,1,4,I like to donate money and time to charities that help children so I also want to thank you for educating me on this charity!,ERPos+,
20180723-052203_936_live,0,5,Absolutely.,EEPos+,
20180723-052203_936_live,0,5,I love getting the word out there on this charity.,,
20180723-052203_936_live,0,5,I strongly believe in it and its values on helping children.,ERPos+,
20180723-052203_936_live,0,5,Children should be a priority in the world.,,
20180723-052203_936_live,0,5,They are our future.,,Proposed Closeness +
20180723-052203_936_live,1,5,They are our future exactly.,ERPos+,Completed Closeness +
20180723-052203_936_live,1,5,Any time I can help improve a situation for a child in need I hope to be able to do so.,EEPos+,
20180723-052203_936_live,1,5,How long have you been supporting this charity?,,Proposed Closeness +
20180723-052203_936_live,0,6,I have been supporting this charity for 15 years.,ERPos+,Completed Closeness +
20180723-052203_936_live,0,6,"I also must clarify with you about your donation, if you so choose too.",,
20180723-052203_936_live,0,6,Your donation will be directly deducted from your task payment today.,,
20180723-052203_936_live,0,6,You can choose as little as $0 all the way up to all of your payment.,,Proposed Social Good +
20180723-052203_936_live,0,6,"That being said, would you still like to donate $1 to the Save the Children charity, starting to make a difference in a childs life?",EENeg-,Proposed Social Good +
20180723-052203_936_live,1,6,I would like to start making a difference today.,EEPos+,Completed Social Good +
20180723-052203_936_live,1,6,I would want to still donate $1 to the Save the Children charity.,ERPos+,Completed Social Good +
20180723-052203_936_live,0,7,Thank you!,EEPos+,
20180723-052203_936_live,0,7,That makes my heart so happy.,EEPos+,
20180723-052203_936_live,0,7,"Did you know in the first two months of 2018 alone, over 1,000 children were killed or injured seriously by violence in Syria?",,
20180723-052203_936_live,0,7,"Just know that your donation today, and hopefully the start of more to come, will help children like this.",EEPos+,
20180723-052203_936_live,1,7,I hate hearing about children being subjected to violence.,ERPos+,
20180723-052203_936_live,1,7,It hurts my heart.,ERPos+,
20180723-052203_936_live,1,7,I do hope I can help and that my small donation does some good for a child.,EEPos+,
20180723-052203_936_live,0,8,Every penny counts!!,EEPos+,
20180723-052203_936_live,1,8,Well that sounds just great to me!,,
20180723-052203_936_live,0,9,Thank you once again for your donation and feel free to spread the word about the charity to others!,EEPos+,
20180723-052203_936_live,1,9,You are welcome and thank you for bringing my attention to such a well deserved charity!,,
20180723-052203_936_live,1,9,I will spread the word!,,
20180723-055038_776_live,0,0,"Hey, hows it going",,
20180723-055038_776_live,1,0,"can't complain, youreslf?",,
20180723-055038_776_live,0,1,"Im ok, just doing some work lol.",,
20180723-055038_776_live,0,1,"So, do you want to donate any of your income to a Save the Children charity?",EENeg-,Proposed Social Good +
20180723-055038_776_live,1,1,"yeah sure, why not",ERPos+,Completed Social Good +
20180723-055038_776_live,0,2,"Awesome, how much do you want to donate?",EENeg-,
20180723-055038_776_live,1,2,is there an upper limit?,,
20180723-055038_776_live,0,3,I dont think there is,,
20180723-055038_776_live,1,3,how much are you thinking of donating,,Proposed Closeness +
20180723-055038_776_live,0,4,"Oh I see, it says here that it will be deducted from your task payment.",,Completed Closeness +
20180723-055038_776_live,0,4,Wonder how that will work.,,
20180723-055038_776_live,1,4,I don't believe they can actually do that haha,,
20180723-055038_776_live,0,5,"Yeah, same.",,
20180723-055038_776_live,0,5,I assume it will be deducted from any bonuses they decide to give.,,
20180723-055038_776_live,1,5,hows $0.50 sound?,ERPos+,Proposed Social Good +
20180723-055038_776_live,0,6,Sounds good to me lol,,Completed Social Good +
20180723-055038_776_live,1,6,"ok, good deal, $0.50 it is.",ERPos+,
20180723-055038_776_live,0,7,"Alright, awesome, guess that's it then?",EEPos+,
20180723-055038_776_live,1,7,"I think so, it said we need to get to 10 turns of the conversation each, this is my 8th lol",,
20180723-055038_776_live,0,8,"Ah, yeah I just counted mine as well. Well, unless, you want to donate more, I think we're pretty much done here.",,
20180723-055038_776_live,1,8,I'm fine with staying at $0.50 as long as you are,,Proposed Social Good +
20180723-055038_776_live,0,9,Im good with that as well.,,Completed Social Good +
20180723-055038_776_live,0,9,Thanks for your quick responses btw.,,
20180723-055038_776_live,0,9,"A lot of the time, these things don't go very smoothly since you have to wait a while for a response.",,
20180723-055038_776_live,1,9,"ugh yeah, i've seen that, you sit there waiting forever for someone to type two words haha",,Proposed Closeness +
20180723-055038_776_live,0,10,"Yeah, true, it's terrible.",,Completed Closeness +
20180723-055038_776_live,0,10,Thanks for your help and have a good Turk day :D,EEPos+,
20180723-055038_776_live,1,10,you too!!!!! :D,,
20180723-070336_48_live,0,0,"Hey, how's it going?",,
20180723-070336_48_live,1,0,Good just another Monday how about yourself?,,
